"iteration","modelnum","model","random_slope","formula","snp","aic_qic","converged","interaction","beta","p"
11,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25512.2913622981,0,"snp:time","0.00014 (-0.0054 - 0.0056)",0.96
11,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26209.7935458144,1,"snp:time","-0.019 (-0.024 - -0.014)",1.8e-12
11,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26789.5992236168,1,"snp:time","-0.0048 (-0.01 - 0.00046)",0.074
11,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26535.9123102028,1,"snp:time","-0.0042 (-0.0095 - 0.0011)",0.12
11,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26617.0762978544,1,"snp:age","-0.0035 (-0.0047 - -0.0023)",1e-08
11,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26750.8586601045,1,"snp:age","-0.0035 (-0.0046 - -0.0025)",1.7e-11
11,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26762.1973678054,1,"snp:age","-0.0037 (-0.0048 - -0.0026)",6.9e-11
11,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26762.1973678054,1,"snp:time","0.0021 (-0.0036 - 0.0077)",0.48
11,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27294.8386941689,0,"snp:time","-0.0053 (-0.011 - 0.00062)",0.079
12,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26168.44261394,1,"snp:time","-0.021 (-0.027 - -0.016)",1.9e-15
12,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26145.8384808502,1,"snp:time","-0.017 (-0.022 - -0.011)",7.3e-10
12,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25714.4648263389,1,"snp:age","-0.01 (-0.011 - -0.0094)",1.3e-98
12,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25717.8239755655,1,"snp:age","-0.01 (-0.011 - -0.0095)",5.8e-114
12,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25729.0287297996,1,"snp:age","-0.01 (-0.011 - -0.0094)",6.7e-101
12,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25729.0287297996,1,"snp:time","-0.0024 (-0.0079 - 0.0032)",0.41
12,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26439.3498229944,1,"snp:time","-0.022 (-0.027 - -0.016)",5.2e-15
12,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27087.6647461667,1,"snp:time","-0.012 (-0.017 - -0.0065)",1.5e-05
12,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26935.7801907227,1,"snp:time","-0.01 (-0.016 - -0.0049)",0.00016
12,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26926.6079644698,1,"snp:age","-0.0033 (-0.0046 - -0.0021)",2.1e-07
12,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27067.9610438501,1,"snp:age","-0.0035 (-0.0045 - -0.0024)",1.1e-10
12,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27075.2700008721,1,"snp:age","-0.003 (-0.0042 - -0.0019)",1.6e-07
12,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27075.2700008721,1,"snp:time","-0.0062 (-0.012 - -0.00049)",0.033
12,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27378.858244866,1,"snp:time","-0.013 (-0.018 - -0.0073)",4.6e-06
13,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26279.5758093013,0,"snp:time","-0.016 (-0.021 - -0.011)",3.2e-09
13,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26264.335783256,1,"snp:time","-0.014 (-0.019 - -0.0088)",2e-07
13,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25847.7031569828,1,"snp:age","-0.0099 (-0.011 - -0.0091)",1.6e-95
13,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25841.9068364906,1,"snp:age","-0.01 (-0.011 - -0.0091)",6.4e-106
13,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25852.8146476736,0,"snp:age","-0.01 (-0.011 - -0.0092)",3.6e-98
13,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25852.8146476736,0,"snp:time","0.0028 (-0.0027 - 0.0083)",0.32
13,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26510.9704793118,1,"snp:time","-0.017 (-0.022 - -0.011)",1.2e-09
13,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27217.8284848615,1,"snp:time","-0.005 (-0.01 - 0.00027)",0.063
13,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27069.9129621342,1,"snp:time","-0.0034 (-0.0088 - 0.0019)",0.21
13,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",27052.7585847922,1,"snp:age","-0.003 (-0.0042 - -0.0018)",1.6e-06
13,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27197.9117683971,1,"snp:age","-0.0027 (-0.0038 - -0.0017)",2.5e-07
13,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27209.8166006085,1,"snp:age","-0.0027 (-0.0038 - -0.0016)",1.5e-06
13,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27209.8166006085,1,"snp:time","3.3e-05 (-0.0056 - 0.0057)",0.99
13,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27417.1305026595,1,"snp:time","-0.0054 (-0.011 - -9.2e-05)",0.046
14,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26152.4607561126,1,"snp:time","-0.018 (-0.024 - -0.013)",1.6e-11
14,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26129.9140834253,1,"snp:time","-0.015 (-0.02 - -0.0099)",1.8e-08
14,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25652.512644954,1,"snp:age","-0.0099 (-0.011 - -0.0091)",1e-110
14,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25651.6539253984,0,"snp:age","-0.0099 (-0.011 - -0.0091)",1.6e-121
14,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25663.5577690008,1,"snp:age","-0.0099 (-0.011 - -0.0091)",1e-111
14,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25663.5577690008,1,"snp:time","9.4e-05 (-0.0054 - 0.0056)",0.97
14,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26445.8015137993,1,"snp:time","-0.019 (-0.024 - -0.013)",2.3e-11
14,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26975.1639068442,1,"snp:time","-0.0051 (-0.01 - 0.00024)",0.061
14,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26805.1344632942,1,"snp:time","-0.0025 (-0.0078 - 0.0029)",0.37
14,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26772.0163123277,1,"snp:age","-0.0036 (-0.0048 - -0.0025)",7.8e-10
14,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26927.2191622169,1,"snp:age","-0.0036 (-0.0046 - -0.0027)",1.2e-13
14,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26938.6899504961,0,"snp:age","-0.0037 (-0.0047 - -0.0027)",6.2e-13
14,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26938.6899504961,0,"snp:time","0.0018 (-0.0039 - 0.0075)",0.54
14,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27247.342290783,1,"snp:time","-0.0049 (-0.01 - 0.00057)",0.079
15,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25745.2086094099,1,"snp:time","-0.016 (-0.021 - -0.011)",1.6e-09
15,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25761.7227501,1,"snp:time","-0.012 (-0.018 - -0.007)",4.8e-06
15,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25364.7497936468,1,"snp:age","-0.0092 (-0.01 - -0.0084)",1.1e-82
15,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25344.746444199,0,"snp:age","-0.0093 (-0.01 - -0.0084)",8.7e-98
15,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25356.5426963838,0,"snp:age","-0.0093 (-0.01 - -0.0084)",8.5e-90
15,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25356.5426963838,0,"snp:time","0.00099 (-0.0045 - 0.0065)",0.72
15,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26071.8305630968,1,"snp:time","-0.016 (-0.021 - -0.011)",2.6e-09
15,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26757.2145428778,0,"snp:time","-0.009 (-0.014 - -0.0038)",0.00076
15,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26640.2822975156,1,"snp:time","-0.0077 (-0.013 - -0.0024)",0.0043
15,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26510.1838606556,1,"snp:age","-0.003 (-0.004 - -0.002)",3.9e-09
15,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26736.0984253613,0,"snp:age","-0.003 (-0.004 - -0.0021)",2.3e-09
15,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26746.105463593,1,"snp:age","-0.0028 (-0.0039 - -0.0017)",2.9e-07
15,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26746.105463593,1,"snp:time","-0.0039 (-0.0095 - 0.0017)",0.17
15,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27030.1953012507,1,"snp:time","-0.0095 (-0.015 - -0.0042)",0.00045
16,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26103.3877624365,0,"snp:time","-0.02 (-0.025 - -0.014)",1.9e-13
16,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26122.4749443769,1,"snp:time","-0.015 (-0.02 - -0.0094)",5.6e-08
16,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25715.6984821333,1,"snp:age","-0.0099 (-0.011 - -0.009)",2.2e-86
16,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25552.8255343126,0,"snp:age","-0.01 (-0.011 - -0.0093)",7.4e-134
16,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25564.5552341118,1,"snp:age","-0.01 (-0.011 - -0.0092)",1.9e-122
16,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25564.5552341118,1,"snp:time","-0.0013 (-0.0067 - 0.0042)",0.65
16,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26488.8566621086,1,"snp:time","-0.019 (-0.024 - -0.013)",1.3e-11
16,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27086.007124752,1,"snp:time","-0.011 (-0.016 - -0.0054)",7.7e-05
16,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27687.6260429347,1,"snp:time","-0.011 (-0.016 - -0.0053)",7.1e-05
16,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26942.9368145686,1,"snp:age","-0.003 (-0.0041 - -0.0019)",1.3e-07
16,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27068.9021272943,1,"snp:age","-0.003 (-0.004 - -0.002)",1.9e-09
16,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27076.6409264916,1,"snp:age","-0.0026 (-0.0037 - -0.0016)",7e-07
16,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27076.6409264916,1,"snp:time","-0.0058 (-0.011 - -0.00021)",0.042
16,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27439.2123665834,1,"snp:time","-0.011 (-0.016 - -0.0054)",9e-05
17,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25894.3685876595,1,"snp:time","-0.018 (-0.023 - -0.013)",2.8e-11
17,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25869.8045019673,1,"snp:time","-0.013 (-0.018 - -0.008)",7.7e-07
17,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25409.2697055102,1,"snp:age","-0.011 (-0.012 - -0.01)",4.1e-95
17,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25261.1698750189,1,"snp:age","-0.011 (-0.012 - -0.01)",1.8e-150
17,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25272.4465053134,1,"snp:age","-0.011 (-0.012 - -0.01)",1.2e-140
17,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25272.4465053134,1,"snp:time","0.0022 (-0.0033 - 0.0078)",0.43
17,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26190.0257130975,1,"snp:time","-0.018 (-0.024 - -0.013)",5.6e-11
17,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26971.5129734054,1,"snp:time","-0.00015 (-0.0055 - 0.0052)",0.96
17,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26844.4801857422,1,"snp:time","0.0023 (-0.003 - 0.0076)",0.39
17,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26649.8643930875,1,"snp:age","-0.0042 (-0.0051 - -0.0032)",3.6e-17
17,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26900.2238701626,1,"snp:age","-0.0045 (-0.0055 - -0.0035)",4.5e-18
17,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26902.4302670328,1,"snp:age","-0.0051 (-0.0061 - -0.004)",4.3e-20
17,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26902.4302670328,1,"snp:time","0.009 (0.0033 - 0.015)",0.0019
17,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27219.9062021407,1,"snp:time","6e-04 (-0.0049 - 0.0061)",0.83
18,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25841.7766554854,0,"snp:time","-0.024 (-0.029 - -0.019)",1.3e-19
18,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25911.831421711,1,"snp:time","-0.019 (-0.025 - -0.014)",8.1e-13
18,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25363.332393382,1,"snp:age","-0.011 (-0.012 - -0.0099)",1.6e-113
18,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25353.9245835414,0,"snp:age","-0.011 (-0.012 - -0.0099)",4.3e-126
18,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25363.376377424,1,"snp:age","-0.011 (-0.011 - -0.0096)",1.5e-109
18,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25363.376377424,1,"snp:time","-0.0044 (-0.0099 - 0.0011)",0.12
18,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26140.8335786481,1,"snp:time","-0.025 (-0.03 - -0.02)",6.9e-20
18,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26830.0962554003,1,"snp:time","-0.008 (-0.013 - -0.0027)",0.003
18,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26671.662146378,1,"snp:time","-0.005 (-0.01 - 0.00029)",0.064
18,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26472.8557658425,1,"snp:age","-0.0043 (-0.0053 - -0.0033)",1.2e-16
18,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26775.8494889519,0,"snp:age","-0.0043 (-0.0054 - -0.0033)",3.8e-16
18,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26787.7123383085,1,"snp:age","-0.0043 (-0.0055 - -0.0032)",3.4e-14
18,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26787.7123383085,1,"snp:time","2e-04 (-0.0055 - 0.0059)",0.94
18,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27115.1155037541,0,"snp:time","-0.0084 (-0.014 - -0.0031)",0.0021
19,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25807.13296695,0,"snp:time","-0.019 (-0.024 - -0.014)",1.2e-12
19,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25804.6631647015,1,"snp:time","-0.016 (-0.021 - -0.01)",5.1e-09
19,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25516.2680926563,1,"snp:age","-0.0094 (-0.01 - -0.0084)",1.8e-67
19,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25400.6831890099,0,"snp:age","-0.0095 (-0.01 - -0.0086)",5.7e-102
19,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25412.3147975975,0,"snp:age","-0.0094 (-0.01 - -0.0085)",2.9e-91
19,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25412.3147975975,0,"snp:time","-0.0015 (-0.007 - 0.004)",0.59
19,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26121.8390753764,1,"snp:time","-0.018 (-0.024 - -0.013)",1e-11
19,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26773.5511479815,0,"snp:time","-0.0071 (-0.012 - -0.0018)",0.0081
19,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26649.7635064419,1,"snp:time","-0.0055 (-0.011 - -0.00018)",0.043
19,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26510.9125251634,1,"snp:age","-0.0033 (-0.0043 - -0.0023)",1.1e-10
19,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26743.7818612154,0,"snp:age","-0.0033 (-0.0043 - -0.0023)",2.5e-10
19,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26755.48151404,1,"snp:age","-0.0032 (-0.0043 - -0.0021)",8.2e-09
19,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26755.48151404,1,"snp:time","-0.0012 (-0.0068 - 0.0045)",0.68
19,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27058.4840172771,1,"snp:time","-0.0067 (-0.012 - -0.0014)",0.014
20,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25846.7469778332,1,"snp:time","-0.02 (-0.026 - -0.015)",4.1e-14
20,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25910.6888466248,1,"snp:time","-0.015 (-0.02 - -0.0094)",4.5e-08
20,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25471.7690524719,1,"snp:age","-0.011 (-0.011 - -0.0096)",6.3e-92
20,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25243.089126538,1,"snp:age","-0.01 (-0.011 - -0.0097)",1.8e-146
20,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25254.8563333619,1,"snp:age","-0.01 (-0.011 - -0.0096)",2.1e-134
20,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25254.8563333619,1,"snp:time","-0.0011 (-0.0066 - 0.0043)",0.68
20,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26153.9636070095,1,"snp:time","-0.02 (-0.025 - -0.014)",8.8e-13
20,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26680.2084260568,1,"snp:time","-0.0023 (-0.0076 - 0.003)",0.39
20,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26545.061010704,1,"snp:time","2.5e-05 (-0.0053 - 0.0053)",0.99
20,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26515.1725345796,1,"snp:age","-0.0034 (-0.0045 - -0.0022)",5.8e-09
20,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26637.0448502535,1,"snp:age","-0.0033 (-0.0043 - -0.0024)",5.6e-12
20,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26646.6948277995,1,"snp:age","-0.0036 (-0.0046 - -0.0026)",2.8e-12
20,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26646.6948277995,1,"snp:time","0.0043 (-0.0013 - 0.0099)",0.14
20,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26984.2505654216,1,"snp:time","-0.0029 (-0.0083 - 0.0025)",0.3
21,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26030.4988938098,1,"snp:time","-0.02 (-0.025 - -0.015)",2.3e-13
21,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26083.556559455,1,"snp:time","-0.016 (-0.021 - -0.011)",3.8e-09
21,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25792.1011549522,1,"snp:age","-0.011 (-0.012 - -0.0094)",7.2e-69
21,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25649.6204031624,1,"snp:age","-0.01 (-0.011 - -0.0095)",2.7e-97
21,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25661.4723640572,1,"snp:age","-0.01 (-0.011 - -0.0095)",1.2e-85
21,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25661.4723640572,1,"snp:time","-3e-04 (-0.006 - 0.0054)",0.92
21,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26373.0104617918,1,"snp:time","-0.02 (-0.026 - -0.015)",3.1e-13
